Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
HY,Air Liquide - Palo Alto,3601 El Camino Real,,Palo Alto,CA,94306,,844-692-5423,E,,Public - Credit card at all times,6am-10pm daily,D M V,,,,,,,,,,200-9,37.418914,-122.133104,7/13/20,61950,2020-07-13 20:30:49 UTC,P,,,12/24/18,http://m.cafcp.org/content/palo-alto,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,Air Liquide - Anaheim,3731 E La Palma Ave,,Anaheim,CA,92806,,844-692-5423,E,,Public - Credit card at all times,24 hours daily,A M V,,,,,,,,,,200-9,33.855862,-117.837744,7/13/20,61967,2020-07-13 20:30:49 UTC,P,,,11/29/16,http://m.cafcp.org/content/anaheim,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""700""]","[""J2601""]",,,,,
HY,Air Products and Chemicals Inc - Los Angeles,7751 Beverly Blvd,,Los Angeles,CA,90036,,800-224-2724,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,,,,,200-9,34.076363,-118.358673,7/13/20,61968,2020-07-13 20:30:49 UTC,P,,,6/15/16,http://m.cafcp.org/content/fairfax-la,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,California State University Los Angeles - Hydrogen Research & Fueling Facility,5151 State University Dr,Circle Drive & Campus Road,Los Angeles,CA,90032,,323-343-4569,E,,Public - Card key at all times,8am-5pm M-F or by appointment; call 614-260-5223 to set up a fueling appointment; access is provided by the CSULA issued card and its PIN,,,,,,,,,,,GPS,34.0621924,-118.1736142,7/13/20,61970,2020-07-13 20:30:49 UTC,P,,,6/4/14,http://m.cafcp.org/content/cal-state-la,,,,,US,,,,Public - Carte-clé en tout temps,TRUE,public,KEY_ALWAYS,,COLLEGE_CAMPUS,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Campbell,2855 Winchester Blvd,Winchester Blvd & W Sunnyoaks Ave,Campbell,CA,95008,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,37.271941,-121.954643,7/13/20,61972,2020-07-13 20:30:49 UTC,P,,,3/15/16,http://m.cafcp.org/content/campbell,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Coalinga,24505 W Dorris Ave,W Dorris Ave & Exit 334,Coalinga,CA,93210,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,36.25298,-120.239432,7/13/20,61973,2020-07-13 20:30:49 UTC,P,,,1/8/16,http://m.cafcp.org/content/harris-ranch,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Costa Mesa,2050 Harbor Blvd,Harbor Blvd & Bay St,Costa Mesa,CA,92627,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,33.648692,-117.918614,7/13/20,61974,2020-07-13 20:30:49 UTC,P,,,1/21/16,http://m.cafcp.org/content/costa-mesa,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Hayward,391 W A St,W A St & Arbor Ave,Hayward,CA,94541,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,37.666686,-122.106352,7/13/20,61975,2020-07-13 20:30:49 UTC,P,,,5/15/16,http://m.cafcp.org/content/hayward,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,CONVENIENCE_STORE,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - La Canada Flintridge,550 Foothill Blvd,Foothill Blvd & Woodleigh Ln,La Canada Flintridge,CA,91011,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,34.200017,-118.191164,7/13/20,61976,2020-07-13 20:30:49 UTC,P,,,2/15/16,http://m.cafcp.org/content/la-canada-flintridge,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Fremont,41700 Grimmer Blvd,Grimmer Blvd & Blacow Rd,Fremont,CA,94538,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,37.52217,-121.968501,7/13/20,61977,2020-07-13 20:30:49 UTC,P,,,9/7/17,http://m.cafcp.org/content/fremont,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Lake Forest,20731 Lake Forest Dr,Lake Forest Dr & Dimension Dr,Lake Forest,CA,92630,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,33.661543,-117.668467,7/13/20,61978,2020-07-13 20:30:49 UTC,P,,,3/18/16,http://m.cafcp.org/content/lake-forest,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Long Beach,3401 Long Beach Blvd,Long Beach Blvd & E Wardlow Rd,Long Beach,CA,90807,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,33.819222,-118.189733,7/13/20,61979,2020-07-13 20:30:49 UTC,P,,,2/29/16,http://m.cafcp.org/content/long-beach,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Hollywood Blvd,5700 Hollywood Blvd,Hollywood Blvd & N Wilton Pl,Los Angeles,CA,90028,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,34.101336,-118.314034,7/13/20,61980,2020-07-13 20:30:49 UTC,P,,,11/10/16,http://m.cafcp.org/content/hollywood,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Lincoln Blvd,8126 Lincoln Blvd,Lincoln Blvd & W 83rd St,Los Angeles,CA,90045,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,33.963119,-118.421458,7/13/20,61981,2020-07-13 20:30:49 UTC,P,,,10/1/16,http://m.cafcp.org/content/playa-del-rey,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Mill Valley,570 Redwood Hwy,Redwood Highway Frontage Rd & De Silva Island Dr,Mill Valley,CA,94941,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,GPS,37.888823,-122.5179817,7/13/20,61982,2020-07-13 20:30:49 UTC,P,,,7/14/16,http://m.cafcp.org/content/mill-valley,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Thousand Oaks,3102 E Thousand Oaks Blvd,Thousands Oaks Blvd & Hampshire Rd,Thousand Oaks,CA,91362,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,34.168683,-118.835986,7/13/20,61983,2020-07-13 20:30:49 UTC,P,,,4/2/18,http://m.cafcp.org/content/thousand-oaks,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Del Mar,3060 Carmel Valley Rd,Carmel Valley Rd & Exit 1B,San Diego,CA,92130,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,32.933578,-117.240016,7/13/20,61984,2020-07-13 20:30:49 UTC,P,,,12/15/16,http://m.cafcp.org/content/del-mar,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - San Jose,2101 N First St,N First St & E Brokwaw Rd,San Jose,CA,95131,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,37.37326,-121.918838,7/13/20,61985,2020-07-13 20:30:49 UTC,P,,,1/15/16,http://m.cafcp.org/content/san-jose,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Santa Barbara,150 S La Cumbre Rd,S La Cumbre Rd & Calle Real,Santa Barbara,CA,93105,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,34.438155,-119.751005,7/13/20,61986,2020-07-13 20:30:49 UTC,P,,,3/15/16,http://m.cafcp.org/content/santa-barbara,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Saratoga,12600 Saratoga Ave,Saratoga Ave & Bucknall Rd,Saratoga,CA,95070,,844-878-9376,E,,Public - Credit card at all times,"6am-9pm M-F, 7am-9pm Sat-Sun",A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,37.284189,-121.999331,5/6/20,61987,2020-05-06 17:56:57 UTC,P,,,3/15/16,http://m.cafcp.org/content/saratoga,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - South Pasadena,1200 Fair Oaks Ave,Fair Oaks Ave & Monterey Rd,South Pasadena,CA,91030,,844-878-9376,E,,Public - Credit card at all times,6am-10pm daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,34.111868,-118.149849,5/6/20,61988,2020-05-06 17:56:57 UTC,P,,,4/10/17,http://m.cafcp.org/content/south-pasadena,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - South San Francisco,248 S Airport Blvd,S Airport Blvd & Wondercolor Ln,South San Francisco,CA,94080,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,37.647933,-122.406006,7/13/20,61989,2020-07-13 20:30:49 UTC,P,,,2/15/16,http://m.cafcp.org/content/south-san-francisco,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,FirstElement - Truckee,12105 Donner Pass Rd,Donner Pass Rd & Exit 184,Truckee,CA,96161,,844-878-9376,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Voyager Wright_Exp,,,,,,,,,,200-9,39.324902,-120.223537,7/13/20,61990,2020-07-13 20:30:49 UTC,P,,,7/14/16,http://m.cafcp.org/content/lake-tahoe-truckee,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,Air Products and Chemicals Inc - Lawndale,15606 Inglewood Ave,,Lawndale,CA,90260,,800-224-2724,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,,,,,200-9,33.889394,-118.360962,7/13/20,62002,2020-07-13 20:30:49 UTC,P,,,6/26/17,http://m.cafcp.org/content/lawndale,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,Iwatani - San Ramon,4475 Norris Canyon Rd,,San Ramon,CA,94583,,866-384-4829,E,,Public - Credit card at all times,24 hours daily,D FleetOne FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-8,37.771711,-121.971556,7/13/20,62011,2020-07-13 20:30:49 UTC,P,,,7/28/17,http://m.cafcp.org/content/san-ramon,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,Iwatani - Mountain View,830 Leong Dr,,Mountain View,CA,94043,,866-384-4829,E,,Public - Credit card at all times,6am-10pm daily,D FleetOne FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,37.405137,-122.067089,7/13/20,62013,2020-07-13 20:30:49 UTC,P,,,2/28/18,http://m.cafcp.org/content/mountain-view,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,CONVENIENCE_STORE,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,National Renewable Energy Laboratory - Energy Systems Integration Facility,15013 Denver West Pkwy,,Golden,CO,80401,,,E,,Private - Government only,,,,,,,,,,,,200-9,39.740236,-105.181918,1/13/20,62014,2020-01-21 18:34:38 UTC,FG,8,U.S. Department of Energy,8/1/14,,,,,,US,,,,Privé - Réservé au gouvernement,FALSE,private,GOVERNMENT,DOE,FED_GOV,,,,,,,,,,"[""350"", ""700""]","[""J2601"", ""J2601-2""]",,,,,
HY,AC Transit - Oakland,1100 Seminary Ave,,Oakland,CA,94621,,,E,,Private,,,,,,,,,,,,200-8,37.761532,-122.204613,5/9/19,62015,2020-07-22 21:12:21 UTC,P,,,10/27/14,,,,,,US,,,,Privé,FALSE,private,,,FLEET_GARAGE,,,,,,,,,,"[""350""]",,,,,,
HY,Iwatani - San Juan Capistrano,26572 Junipero Serra Rd,,San Juan Capistrano,CA,92675,,949-493-8283,E,,Public - Credit card at all times,24 hours daily; contact station for fueling assistance,D FleetOne FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,33.519722,-117.66697,7/13/20,62017,2020-07-13 20:30:49 UTC,P,,,1/28/16,http://m.cafcp.org/content/san-juan-capistrano,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,CONVENIENCE_STORE,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,Air Products and Chemicals Inc - Santa Monica,1819 Cloverfield Blvd,,Santa Monica,CA,90404,,800-224-2724,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,,,,,200-9,34.025325,-118.469612,7/13/20,62018,2020-07-13 20:30:49 UTC,P,,,2/15/16,http://m.cafcp.org/content/santa-monica-0,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,Air Products and Chemicals Inc - Woodland Hills,5314 Topanga Canyon Blvd,,Woodland Hills,CA,91364,,800-224-2724,E,,Public - Credit card at all times,6am-10pm daily,A D Debit M V,,,,,,,,,,200-9,34.166383,-118.605407,7/13/20,62022,2020-07-13 20:30:49 UTC,P,,,10/1/16,http://m.cafcp.org/content/woodland-hills,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,Ramos Oil Co - Iwatani - Shell,1515 S River Rd,At S River Rd and 15th St,West Sacramento,CA,95691,,916-371-2570,E,,Public - Credit card at all times,24 hours daily,A CFN D FleetOne FuelMan GasCard M V Voyager Wright_Exp,,,,,,,,,,200-9,38.569427,-121.521377,7/13/20,64018,2020-07-13 20:30:49 UTC,P,,,10/8/14,http://cafcp.org/content/west-sacramento,,,,,US,,,,Public - Carte de crédit en tout temps,TRUE,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
HY,Blue Planet Research,71-1645 Mamalahoa Hwy #2,,Kailua-Kona,HI,96740,,,E,,Private,,,,,,,,,,,,200-8,19.808914,-155.840915,3/3/20,66740,2020-03-03 21:13:47 UTC,P,,,3/15/16,,,,,,US,,,,Privé,FALSE,private,,,STANDALONE_STATION,,,,,,,,,,"[""350""]","[""J2601""]",,,,,
HY,Massachusetts Bus Transit Authority - Charlestown Bus Garage,21 Arlington Ave,,Boston,MA,2129,,,E,,Private,,,,,,,,,,,,200-9,42.387412,-71.07446,1/13/20,66767,2020-01-21 18:34:38 UTC,SG,,,1/30/16,,,,,,US,,,,Privé,FALSE,private,,,FLEET_GARAGE,,,,,,,,,,"[""350""]","[""J2601-2""]",,,,,
HY,Torrington Tri-Gen,539 Technology Park Dr,,Torrington,CT,6790,,,E,,Private,,,,,,,,,,,,200-9,41.843121,-73.081003,3/3/20,66848,2020-03-03 21:13:47 UTC,P,,,1/15/15,,,,,,US,,,,Privé,FALSE,private,,,RESEARCH_FACILITY,,,,,,,,,,"[""350""]","[""J2601""]",,,,,
HY,Clean Energy - Stark Area Regional Transit Authority,1600 Gateway Blvd SE,,Canton,OH,44707,,866-809-4869  330-477-2782,E,,Private,,,,,,,,,,,,200-9,40.78093,-81.36797,3/7/19,70260,2020-05-29 19:15:00 UTC,P,,,9/26/16,,,,,,US,,,,Privé,FALSE,private,,,STANDALONE_STATION,,,,,,,,,,"[""350""]","[""J2601-2""]",,,,,
HY,Mass Transportation Authority - Grand Blanc Alternative Fueling Center,5091 S Dort Hwy,Maple Ave and Dort Hwy,Flint,MI,48507,,,E,,Private - Fleet customers only,Call 810-780-8903 to set up a fueling account,D M V,,,,,,,,,,200-8,42.957467,-83.652711,7/13/20,73480,2020-07-13 20:30:49 UTC,LG,,,1/20/12,,,,,,US,,,,Privé - Réservé aux clients de parcs,FALSE,private,FLEET,,FLEET_GARAGE,,,,,,,,,,"[""350""]","[""J2601"", ""J2601-2""]",,,,,
HY,SERVCO,2850 Pukoloa St,,Honolulu,HI,96819,,808-687-7600,E,,Public,24 hours daily,Cash D Debit M V,,,,,,,,,,200-8,21.343935,-157.897062,3/3/20,82474,2020-03-03 21:13:47 UTC,P,,,7/26/18,,,,,,US,,,,Public,TRUE,public,,,CAR_DEALER,,,,,,,,,,"[""350"", ""700""]","[""J2601""]",,,,,
